"State","Area.Code","Phone","Account.Length","VMail.Message","Day.Mins","Eve.Mins","Night.Mins","Intl.Mins","CustServ.Calls","Intl.Plan","VMail.Plan","Day.Calls","Day.Charge","Eve.Calls","Eve.Charge","Night.Calls","Night.Charge","Intl.Calls","Intl.Charge","Churn"
"WY",415,3871116,123,0,242.2,226.1,268.6,8.2,5,0,0,87,41.17,101,19.22,121,12.09,3,2.21,"1"
"GA",415,4007509,136,0,163.4,249.3,249.7,9.8,7,0,0,83,27.78,119,21.19,90,11.24,4,2.65,"0"
"TX",415,4036225,57,0,161,208,208.1,8.4,3,0,0,113,27.37,134,17.68,81,9.36,4,2.27,"0"
"WV",408,3828274,62,0,128.7,169.5,193.6,10.3,1,0,0,111,21.88,104,14.41,97,8.71,5,2.78,"0"
"NM",415,3545764,112,0,81.6,268.1,140.8,8.6,1,0,0,94,13.87,112,22.79,75,6.34,18,2.32,"0"
"MI",415,3876912,55,20,207.7,199.7,216.5,7.3,1,0,1,91,35.31,113,16.97,110,9.74,1,1.97,"0"
"TX",415,3964254,1,0,182.1,134.9,152.3,10,5,0,0,106,30.96,106,11.47,75,6.85,3,2.7,"1"
"KY",415,3333010,98,36,168,163.2,172.7,8,6,0,1,81,28.56,125,13.87,120,7.77,2,2.16,"1"
"SD",415,3931891,105,0,251.6,175.1,184.4,5.4,1,0,0,88,42.77,103,14.88,112,8.3,5,1.46,"0"
"ID",415,3369053,113,30,183.8,183.4,235,11.6,0,0,1,102,31.25,123,15.59,52,10.58,7,3.13,"0"
"WI",415,3868943,103,0,180.2,97.7,181.7,8.4,1,0,0,134,30.63,85,8.3,134,8.18,3,2.27,"0"
"SC",415,3708676,149,20,147.8,276.8,149.9,10.2,0,0,1,132,25.13,94,23.53,110,6.75,6,2.75,"0"
"NV",408,3601320,116,0,110.9,213.4,186.2,7.9,2,0,0,54,18.85,82,18.14,116,8.38,2,2.13,"0"
"MI",415,3851118,148,0,233.5,187.7,122.3,9.6,0,1,0,81,39.7,71,15.95,97,5.5,2,2.59,"1"
"MT",415,4088269,147,35,197.3,141.1,212.1,10.1,2,0,1,134,33.54,99,11.99,90,9.54,4,2.73,"1"
"NE",510,3912334,95,0,58.2,202.1,210.5,10.4,0,0,0,96,9.89,126,17.18,97,9.47,5,2.81,"0"
"UT",510,3738900,201,0,212.7,225.2,195.1,7,1,0,0,72,36.16,90,19.14,99,8.78,6,1.89,"0"
"WV",415,3823512,80,0,151.5,131.7,235.3,11.8,0,0,0,89,25.76,78,11.19,131,10.59,4,3.19,"0"
"AR",415,4204089,122,0,146.3,218.7,236,11.5,1,1,0,117,24.87,93,18.59,97,10.62,5,3.11,"0"
"MT",408,4068465,132,0,195.1,148.8,224.5,6.7,0,0,0,100,33.17,95,12.65,117,10.1,2,1.81,"0"
"UT",510,3866114,83,0,208.9,214.8,247.9,13,1,0,0,71,35.51,92,18.26,108,11.16,5,3.51,"0"
"HI",408,4139328,99,0,135.7,208.4,209,8.8,7,0,0,107,23.07,103,17.71,95,9.4,3,2.38,"1"
"KS",415,3357144,84,0,225.9,275.6,201.4,14.3,3,0,0,86,38.4,105,23.43,108,9.06,3,3.86,"1"
"NY",415,4145177,46,0,122.2,167.2,194.8,9.7,1,0,0,67,20.77,62,14.21,98,8.77,6,2.62,"0"
"OH",510,3505993,87,0,153.3,224.5,273.4,8.9,2,0,0,106,26.06,117,19.08,152,12.3,5,2.4,"0"
"HI",415,3701465,150,0,214,192.4,242.6,7.9,1,0,0,117,36.38,89,16.35,99,10.92,4,2.13,"0"
"IN",415,3589146,7,0,206.7,281.1,158.5,11,3,0,0,87,35.14,83,23.89,77,7.13,5,2.97,"0"
"OR",415,3578515,89,12,188,151.3,201.9,10.5,2,0,1,105,31.96,107,12.86,132,9.09,3,2.84,"0"
"NY",408,4068995,131,0,122.3,118.8,147.9,13.7,3,1,0,83,20.79,94,10.1,95,6.66,3,3.7,"1"
"VA",415,3443145,105,0,259.3,175.2,222.4,12,3,0,0,96,44.08,97,14.89,36,10.01,5,3.24,"0"
"MI",408,3419890,108,0,115.1,211.3,136.1,13.8,2,1,0,114,19.57,70,17.96,85,6.12,3,3.73,"1"
"ID",415,3654387,47,28,172.9,137.6,203.8,8.3,1,0,1,109,29.39,94,11.7,109,9.17,6,2.24,"0"
"MO",415,3753341,101,0,156.4,130.4,207.3,7.3,1,1,0,116,26.59,114,11.08,109,9.33,5,1.97,"0"
"AL",415,4183096,182,24,128.1,143.4,191,11.6,1,0,1,104,21.78,127,12.19,98,8.59,3,3.13,"0"
"OR",408,3783879,161,0,196.6,170.2,194.3,12.5,1,0,0,73,33.42,79,14.47,79,8.74,3,3.38,"0"
"VT",408,3441362,128,0,227.9,302.6,191.5,5.5,1,0,0,130,38.74,71,25.72,82,8.62,7,1.49,"1"
"AZ",415,4193937,69,31,194.9,191.6,153,13.2,2,0,1,63,33.13,90,16.29,129,6.89,2,3.56,"0"
"PA",408,3291410,87,30,262.8,215.8,154.8,7.8,0,0,1,114,44.68,130,18.34,88,6.97,2,2.11,"0"
"CO",415,3329896,71,0,211.2,252.7,225.8,12.3,0,0,0,70,35.9,122,21.48,104,10.16,3,3.32,"0"
"KY",415,4078575,76,0,204,225.1,240.3,9.6,1,0,0,69,34.68,110,19.13,85,10.81,5,2.59,"0"
"NJ",510,3872799,87,0,223.2,127.5,289.3,14.5,3,0,0,109,37.94,86,10.84,83,13.02,4,3.92,"0"
"IL",408,3739108,117,0,119,187.5,189.3,11.5,1,0,0,82,20.23,108,15.94,97,8.52,3,3.11,"0"
"WA",415,3453947,177,0,266.1,225.2,224.7,8.9,3,0,0,91,45.24,79,19.14,58,10.11,8,2.4,"1"
"WV",415,3567511,95,0,134.4,152.4,236.5,9.4,1,0,0,104,22.85,95,12.95,80,10.64,3,2.54,"0"
"RI",415,3434516,76,0,171.1,257.2,91.6,16.2,1,0,0,78,29.09,83,21.86,92,4.12,3,4.37,"0"
"OH",415,4086305,66,0,170.5,254.3,197.3,10.5,2,0,0,103,28.99,77,21.62,138,8.88,2,2.84,"0"
"MO",415,3387305,110,0,178.5,146.9,217.1,9.9,1,0,0,124,30.35,141,12.49,102,9.77,7,2.67,"0"
"MD",510,4013077,204,0,205.2,154.8,191.4,14.1,3,0,0,145,34.88,95,13.16,77,8.61,5,3.81,"0"
"OH",415,4016977,32,31,232.8,183.5,206.8,13,0,0,1,97,39.58,111,15.6,111,9.31,2,3.51,"0"
"VA",408,3851464,133,39,239.9,253.8,128.7,6.7,5,0,1,107,40.78,77,21.57,85,5.79,3,1.81,"0"
"NY",510,3948256,91,0,109.8,189.6,206.7,11.1,1,0,0,100,18.67,104,16.12,85,9.3,3,3,"0"
"WV",415,3625044,131,0,196.1,185.5,250,5.2,2,0,0,89,33.34,87,15.77,132,11.25,6,1.4,"0"
"LA",510,3502075,153,0,166.8,143.5,210.7,11.8,0,0,0,127,28.36,121,12.2,130,9.48,4,3.19,"0"
"MA",415,3435372,132,25,113.2,269.9,229.1,7.1,2,0,1,96,19.24,107,22.94,87,10.31,7,1.92,"0"
"AL",408,3916773,141,0,242.8,234.1,211.5,6,5,0,0,90,41.28,80,19.9,104,9.52,3,1.62,"0"
"ME",415,4034442,105,0,156.5,140.2,227.4,12.2,2,0,0,102,26.61,134,11.92,111,10.23,2,3.29,"0"
"TX",408,3795885,169,0,266.7,158.2,287.7,13.8,3,0,0,105,45.34,88,13.45,111,12.95,3,3.73,"1"
"ND",415,3991021,127,23,182,216.1,156.9,9.8,1,0,1,80,30.94,85,18.37,82,7.06,4,2.65,"0"
"CO",415,3424004,57,0,85.9,193.9,231.5,10.1,0,0,0,92,14.6,127,16.48,93,10.42,2,2.73,"0"
"LA",415,3827659,123,33,146.6,114.8,220.4,2.9,0,0,1,87,24.92,59,9.76,99,9.92,7,0.78,"0"
"MT",510,3421004,103,35,110.5,208.3,87.4,13.9,4,0,1,101,18.79,81,17.71,77,3.93,2,3.75,"1"
"OR",415,3985851,101,0,118.6,199.6,53.3,11.5,1,0,0,89,20.16,97,16.97,61,2.4,5,3.11,"0"
"NH",415,3964869,123,22,197.6,80,120.8,15.6,2,0,1,105,33.59,86,6.8,82,5.44,12,4.21,"0"
"WV",415,3679127,101,28,220.3,285.8,203,9.4,4,0,1,96,37.45,72,24.29,111,9.14,6,2.54,"0"
"NV",415,4203028,129,0,150,232.4,261.2,12.5,1,0,0,98,25.5,101,19.75,123,11.75,6,3.38,"0"
"MA",415,3576348,67,34,161.7,207.6,205.7,9.2,0,0,1,114,27.49,115,17.65,114,9.26,4,2.48,"0"
"MI",415,3861131,37,0,191.4,167.4,216.5,14,3,0,0,116,32.54,99,14.23,112,9.74,5,3.78,"0"
"KY",415,3498391,64,0,146.7,148.3,238.6,12.5,3,1,0,83,24.94,91,12.61,69,10.74,3,3.38,"0"
"WV",510,4211484,173,0,109.4,101.3,167.3,7.8,1,0,0,103,18.6,111,8.61,106,7.53,7,2.11,"0"
"KY",510,4142663,135,0,144.1,249.8,211.4,13.6,1,0,0,115,24.5,68,21.23,82,9.51,3,3.67,"0"
"NJ",415,3276989,75,42,248.9,170.8,104.5,11.2,1,0,1,93,42.31,108,14.52,91,4.7,8,3.02,"0"
"TX",415,3459168,112,0,214.8,209.7,164.4,9.4,3,0,0,112,36.52,104,17.82,97,7.4,5,2.54,"0"
"MN",408,4175146,113,0,158.9,242.8,247.8,6.5,0,0,0,137,27.01,109,20.64,97,11.15,4,1.76,"0"
"DC",415,3458397,70,0,152.8,183.6,151.8,10.5,1,0,0,145,25.98,102,15.61,75,6.83,2,2.84,"0"
"MD",415,3446404,90,0,145.6,197.1,294.5,10.5,0,0,0,103,24.75,137,16.75,83,13.25,4,2.84,"0"
"RI",408,4179455,39,0,93.3,199.6,206.2,6.5,0,0,0,83,15.86,114,16.97,104,9.28,4,1.76,"0"
"MA",408,3431009,142,0,216.8,187.8,138.1,8.3,0,0,0,134,36.86,106,15.96,108,6.21,2,2.24,"0"
"MD",408,3653493,176,0,201.9,154.7,164.4,9,1,0,0,101,34.32,78,13.15,79,7.4,2,2.43,"0"
"NM",408,3767043,105,0,146.4,225.1,230.1,8.5,1,0,0,81,24.89,80,19.13,117,10.35,2,2.3,"0"
"MN",415,3485728,57,0,272.7,224.9,178.2,10.5,2,0,0,74,46.36,85,19.12,104,8.02,3,2.84,"1"
"MI",510,3575784,110,0,18.9,258.4,109.6,14.8,1,0,0,92,3.21,81,21.96,74,4.93,4,4,"0"
"AZ",415,4179844,88,0,172.8,193.4,89.6,12.8,2,0,0,81,29.38,90,16.44,107,4.03,5,3.46,"0"
"AL",408,3337225,95,0,190.2,157.1,181.5,14,0,0,0,119,32.33,70,13.35,120,8.17,6,3.78,"0"
"SC",415,3454589,101,0,158.4,188,219.7,13.5,4,0,0,92,26.93,117,15.98,125,9.89,4,3.65,"1"
"MS",415,4046337,115,0,166.5,236.2,205.6,15.6,1,0,0,111,28.31,98,20.08,92,9.25,2,4.21,"0"
"MS",415,4121470,103,0,129.3,202.8,233,12.9,2,0,0,103,21.98,89,17.24,126,10.49,2,3.48,"0"
"CA",415,3949220,82,0,199.3,193.4,254.4,7,0,0,0,112,33.88,120,16.44,117,11.45,10,1.89,"0"
"ND",408,3729852,149,0,175.4,197.4,188.2,9.7,2,0,0,80,29.82,127,16.78,102,8.47,2,2.62,"0"
"IL",510,3949984,131,0,263.4,151.9,218.5,10.7,2,0,0,123,44.78,74,12.91,101,9.83,2,2.89,"0"
"SD",510,4021668,119,0,94.2,264.1,203.7,7.3,1,0,0,108,16.01,100,22.45,79,9.17,3,1.97,"0"
"AL",510,3395659,112,0,189.4,219,168,7.1,3,0,0,83,32.2,89,18.62,116,7.56,8,1.92,"0"
"NV",510,3417279,116,35,118,167.2,205.7,11.8,2,0,1,103,20.06,106,14.21,102,9.26,2,3.19,"0"
"LA",415,3713236,94,0,212.1,189.4,352.2,8.4,3,0,0,98,36.06,89,16.1,95,15.85,5,2.27,"0"
"VA",408,3435679,90,0,222,187,282.3,12.4,2,0,0,93,37.74,103,15.9,124,12.7,6,3.35,"0"
"DE",415,3474626,114,31,222.8,180.5,151.3,13,0,0,1,98,37.88,105,15.34,101,6.81,4,3.51,"0"
"CO",408,3493005,130,0,271.8,237.2,210.1,8.7,4,0,0,129,46.21,128,20.16,91,9.45,2,2.35,"1"
"MA",408,3713498,122,29,195.4,268.2,168,8.4,3,0,1,83,33.22,93,22.8,95,7.56,6,2.27,"0"
"OR",510,3674853,166,0,199.6,214.3,196.8,7.2,3,0,0,93,33.93,99,18.22,110,8.86,5,1.94,"0"
"WA",415,4223454,62,0,100,173.5,218,10.1,0,0,0,98,17,95,14.75,122,9.81,4,2.73,"0"
"SC",415,4038915,78,21,160.6,223.1,124,9.5,2,0,1,85,27.3,79,18.96,92,5.58,1,2.57,"0"
"IN",415,3712418,148,26,158.7,160.5,218.3,9.9,1,0,1,91,26.98,127,13.64,88,9.82,3,2.67,"0"
"MD",510,4112977,154,0,154.5,214.2,178,12,3,0,0,122,26.27,71,18.21,105,8.01,2,3.24,"1"
"NV",408,3898163,110,34,192.3,129.3,136.3,6.3,1,0,1,114,32.69,114,10.99,102,6.13,12,1.7,"0"
"TX",415,4174456,75,0,305.1,188,235.4,8.5,0,0,0,106,51.87,115,15.98,116,10.59,5,2.3,"1"
"ND",408,3511894,84,38,193,153.6,260.4,7.4,2,0,1,106,32.81,106,13.06,87,11.72,5,2,"0"
"CO",510,3709592,181,40,105.2,341.3,165.7,6.3,2,0,1,61,17.88,79,29.01,97,7.46,3,1.7,"0"
"TX",415,3979251,51,0,180.5,134.7,170.7,10,2,0,0,88,30.69,102,11.45,97,7.68,3,2.7,"0"
"FL",408,3956913,102,29,214.7,314.3,280.2,14.3,0,0,1,86,36.5,109,26.72,110,12.61,2,3.86,"0"
"AL",408,3323804,107,0,86.8,108.1,204.3,13.2,1,0,0,95,14.76,85,9.19,87,9.19,3,3.56,"0"
"WV",510,4211326,88,0,131.5,174.8,184.2,7.9,5,0,0,99,22.36,128,14.86,83,8.29,2,2.13,"1"
"MI",415,4158200,82,0,135.4,237.1,118.3,17.5,0,0,0,102,23.02,122,20.15,91,5.32,4,4.73,"0"
"NY",415,3719414,204,0,174.3,254.1,176.4,5.9,6,0,0,85,29.63,95,21.6,96,7.94,3,1.59,"0"
"MO",510,3425854,174,0,235.5,142.3,316.7,12.5,0,0,0,108,40.04,143,12.1,131,14.25,5,3.38,"0"
"AR",415,3797192,129,0,157,256.9,185.5,12.1,2,0,0,113,26.69,97,21.84,126,8.35,2,3.27,"0"
"MS",415,3945753,190,0,111.9,223,243.2,10,3,1,0,55,19.02,124,18.96,81,10.94,7,2.7,"0"
"NY",510,3906932,54,0,236.3,152.8,160.3,11.2,3,1,0,91,40.17,130,12.99,98,7.21,8,3.02,"0"
"SD",408,3943171,78,0,163.6,283.4,262.1,8.6,0,0,0,88,27.81,93,24.09,108,11.79,9,2.32,"0"
"AK",415,3945202,100,29,213.6,175.9,207.2,8.9,1,0,1,127,36.31,82,14.95,100,9.32,3,2.4,"0"
"SC",510,4073949,111,0,78.3,198.2,248.5,12.1,1,0,0,119,13.31,94,16.85,94,11.18,4,3.27,"0"
"VA",408,3634779,117,0,97.1,228,240,10.6,1,0,0,98,16.51,131,19.38,111,10.8,3,2.86,"0"
"SD",510,3593423,27,0,226.3,274.3,242.7,8.2,2,0,0,95,38.47,109,23.32,119,10.92,3,2.21,"1"
"AL",415,3309294,181,27,190.3,249,215.7,10.6,1,0,1,93,32.35,127,21.17,82,9.71,4,2.86,"0"
"CO",415,3628763,118,36,294.9,165.7,189.2,9.8,3,0,1,106,50.13,115,14.08,63,8.51,5,2.65,"0"
"ME",415,4034816,112,0,185.4,191.4,144,10,2,0,0,114,31.52,119,16.27,78,6.48,11,2.7,"0"
"AZ",408,3341339,102,0,158,207.9,190.4,10.1,0,0,0,94,26.86,100,17.67,120,8.57,10,2.73,"0"
"AZ",415,3754770,107,32,134.2,211.9,167.6,8.2,1,0,1,101,22.81,145,18.01,138,7.54,5,2.21,"0"
"IN",415,4067643,100,32,125.2,230.9,192,12.6,3,0,1,123,21.28,101,19.63,106,8.64,9,3.4,"0"
"WI",510,3543545,63,13,214.2,181.2,174,10.3,0,0,1,61,36.41,88,15.4,68,7.83,2,2.78,"0"
"ME",415,3773139,57,0,221.1,236.7,252.3,9.5,0,0,0,101,37.59,65,20.12,137,11.35,1,2.57,"0"
"DC",408,4187478,119,26,132,173.3,203.5,11.6,1,0,1,100,22.44,121,14.73,108,9.16,5,3.13,"0"
"GA",408,3856952,73,0,157.6,198.3,364.9,9.1,1,0,0,92,26.79,87,16.86,106,16.42,4,2.46,"0"
"HI",408,3818593,98,30,110.3,182.4,183.8,11,2,0,1,71,18.75,108,15.5,88,8.27,8,2.97,"0"
"VA",415,3659371,139,0,161.5,192.9,168.3,11.2,0,1,0,121,27.46,137,16.4,96,7.57,13,3.02,"0"
"NY",408,4017335,31,28,171.8,240.7,245.5,10.6,1,0,1,116,29.21,125,20.46,80,11.05,7,2.86,"0"
"PA",510,3645126,129,32,211,155.1,234.8,11.4,1,0,1,99,35.87,89,13.18,96,10.57,5,3.08,"0"
"HI",415,3854766,108,0,291.6,221.1,229.2,14,2,0,0,99,49.57,93,18.79,110,10.31,9,3.78,"1"
"DE",408,3901760,139,0,139,132.9,272,12.1,0,0,0,110,23.63,93,11.3,120,12.24,1,3.27,"0"
"OK",408,3534002,149,0,187.6,201.4,264.2,8.8,1,0,0,83,31.89,81,17.12,79,11.89,1,2.38,"0"
"OR",415,3675923,113,0,159.8,210.1,175.1,13.1,2,0,0,143,27.17,93,17.86,86,7.88,7,3.54,"0"
"ND",408,3939548,131,33,177.1,194,253.4,5.2,1,0,1,100,30.11,85,16.49,124,11.4,5,1.4,"0"
"AR",415,3652341,96,21,247.6,256.3,158.6,10.8,2,0,1,95,42.09,150,21.79,72,7.14,6,2.92,"0"
"MA",408,4203042,77,17,204.9,201,219.7,11.3,0,0,1,84,34.83,102,17.09,97,9.89,5,3.05,"0"
"ND",408,3964171,75,24,225.5,182,270.9,9.4,3,0,1,119,38.34,108,15.47,106,12.19,2,2.54,"0"
"IA",510,3898417,40,0,169.7,141.4,253,10.5,4,0,0,115,28.85,123,12.02,115,11.39,3,2.84,"1"
"NJ",415,3394068,108,0,239.3,223.4,251.4,10.6,0,0,0,102,40.68,127,18.99,104,11.31,6,2.86,"0"
"AL",415,3362322,16,0,161.9,230.1,148.8,10.2,3,0,0,100,27.52,138,19.56,78,6.7,11,2.75,"0"
"NY",510,4021607,115,16,133.3,185.7,161.5,5.6,2,0,1,110,22.66,111,15.78,113,7.27,4,1.51,"0"
"PA",510,3793037,108,25,170.7,109.9,165.7,8.7,3,0,1,88,29.02,113,9.34,99,7.46,1,2.35,"0"
"VT",510,3821399,107,0,189.7,156.1,244,8.3,5,0,0,76,32.25,65,13.27,91,10.98,3,2.24,"0"
"NC",415,3945489,161,0,322.3,230.4,241.5,7.8,2,0,0,100,54.79,135,19.58,104,10.87,5,2.11,"1"
"CT",415,3876065,147,0,124.4,320.9,157.2,10.4,2,0,0,74,21.15,78,27.28,126,7.07,4,2.81,"0"
"MO",415,3276087,107,0,146.9,114.3,114.5,11.4,3,0,0,94,24.97,111,9.72,97,5.15,5,3.08,"0"
"WV",510,3418667,120,0,192.6,206.4,283.2,10.8,1,0,0,123,32.74,105,17.54,93,12.74,3,2.92,"0"
"NJ",408,3389612,107,36,96.3,179.6,166.3,10.3,1,0,1,83,16.37,91,15.27,121,7.48,2,2.78,"0"
"AK",510,3641134,58,0,131.9,167.6,205.9,14.7,3,0,0,96,22.42,107,14.25,106,9.27,5,3.97,"0"
"LA",408,4134811,91,0,147.2,175.2,136.3,13.3,2,0,0,121,25.02,87,14.89,80,6.13,3,3.59,"0"
"IN",408,3822026,104,0,280.4,179.4,150.6,15.2,5,0,0,127,47.67,79,15.25,77,6.78,6,4.1,"0"
"MA",415,3683287,93,31,237.2,213.1,192.7,10.7,1,0,1,85,40.32,100,18.11,87,8.67,4,2.89,"0"
"DE",510,3678298,95,0,184.2,181.6,143.4,12.8,2,0,0,95,31.31,101,15.44,113,6.45,4,3.46,"0"
"SC",415,3911783,104,0,109.1,187.1,216.6,10,3,0,0,141,18.55,140,15.9,100,9.75,4,2.7,"0"
"NH",408,3938762,35,0,138.1,158.2,215.7,10.3,5,0,0,115,23.48,82,13.45,118,9.71,2,2.78,"1"
"LA",415,3851423,62,0,186.8,207.6,195,8.8,3,0,0,94,31.76,92,17.65,98,8.78,4,2.38,"0"
"MS",510,4067670,143,0,155.4,290.9,228.4,13.9,1,0,0,112,26.42,92,24.73,91,10.28,5,3.75,"0"
"WA",415,3668939,60,0,205.9,277.4,202,11,0,1,0,97,35,117,23.58,139,9.09,2,2.97,"1"
"SC",510,3532391,41,0,207.2,214.1,193,11.9,1,0,0,138,35.22,83,18.2,105,8.69,4,3.21,"0"
"MT",415,3724203,34,14,151.5,248.7,199.8,10.7,2,0,1,100,25.76,126,21.14,120,8.99,5,2.89,"0"
"ME",408,3855688,56,0,221.9,278.2,288.1,7.1,0,0,0,112,37.72,122,23.65,85,12.96,5,1.92,"1"
"NM",415,3977453,183,0,190,246.6,304.2,9.5,1,0,0,100,32.3,78,20.96,107,13.69,4,2.57,"0"
"AZ",415,3669015,94,0,220.8,156.2,187.9,10.5,2,0,0,111,37.54,67,13.28,89,8.46,4,2.84,"0"
"CT",415,3561654,73,47,173.7,204,174.6,6.3,2,0,1,117,29.53,114,17.34,94,7.86,3,1.7,"0"
"IL",408,3373932,123,0,114.8,150,268.6,9.6,2,0,0,94,19.52,104,12.75,119,12.09,4,2.59,"0"
"IN",408,3501126,64,0,113.8,192.3,214.9,10.4,3,0,0,97,19.35,97,16.35,89,9.67,1,2.81,"0"
"AR",415,4163649,127,0,143.2,179.5,171.8,6.2,4,1,0,60,24.34,159,15.26,122,7.73,4,1.67,"1"
"RI",415,3491726,33,0,184.4,203.8,237.4,9.3,3,0,0,111,31.35,110,17.32,100,10.68,5,2.51,"0"
"ND",415,4051589,27,0,227.4,248,61.4,7.8,1,0,0,67,38.66,115,21.08,109,2.76,6,2.11,"0"
"NV",510,3339643,148,0,216.2,185.7,300,10,2,0,0,95,36.75,105,15.78,143,13.5,5,2.7,"0"
"UT",415,3556422,81,0,129.9,230.1,140.5,13.3,0,0,0,121,22.08,105,19.56,123,6.32,3,3.59,"0"
"NC",510,3295400,122,30,230.1,287.6,177.1,6.9,2,0,1,108,39.12,76,24.45,85,7.97,3,1.86,"0"
"MI",415,3836356,52,0,204.4,273.2,179.6,11,1,0,0,97,34.75,128,23.22,118,8.08,5,2.97,"0"
"WI",408,3777276,91,44,216.6,173.1,242.1,9.1,1,0,1,101,36.82,98,14.71,95,10.89,3,2.46,"0"
"AR",415,3371586,54,0,247.5,225.4,244.3,10.2,2,0,0,85,42.08,93,19.16,132,10.99,2,2.75,"1"
"NH",510,3369273,152,0,228.1,136.4,197.3,9,1,0,0,93,38.78,106,11.59,107,8.88,2,2.43,"0"
"TX",415,4155476,201,0,225.9,299.1,251.3,11.2,1,0,0,110,38.4,86,25.42,81,11.31,4,3.02,"1"
"CT",415,4188257,67,0,115.5,252.2,208.9,7.5,0,0,0,70,19.64,143,21.44,91,9.4,6,2.03,"0"
"NH",408,4073121,100,0,218.8,148.3,277.8,9.7,1,0,0,125,37.2,102,12.61,97,12.5,6,2.62,"0"
"WY",510,3812413,41,0,223.8,244.8,223.8,12.3,3,0,0,67,38.05,74,20.81,156,10.07,5,3.32,"0"
"OR",415,3781144,133,0,143.8,184,275.5,12.9,3,0,0,71,24.45,131,15.64,132,12.4,4,3.48,"0"
"SC",408,3595091,36,43,29.9,129.1,325.9,8.6,2,0,1,123,5.08,117,10.97,105,14.67,6,2.32,"0"
"MD",510,3786986,51,28,276.7,203.7,246.2,8.3,0,0,1,121,47.04,99,17.31,88,11.08,3,2.24,"0"
"NM",408,4199713,84,41,153.9,140.7,217.7,12.8,1,0,1,102,26.16,117,11.96,101,9.8,5,3.46,"0"
"LA",415,3826153,91,0,190.5,205.5,130.7,13.8,0,0,0,128,32.39,103,17.47,63,5.88,5,3.73,"0"
"UT",408,3321690,110,0,192.6,178.9,214.6,9.4,1,0,0,102,32.74,118,15.21,74,9.66,4,2.54,"0"
"AL",408,3489383,91,0,151.8,103.6,156.3,12.2,1,1,0,115,25.81,116,8.81,86,7.03,4,3.29,"0"
"DE",408,4203857,121,0,215.6,192.9,144,10.1,5,0,0,74,36.65,98,16.4,103,6.48,4,2.73,"0"
"WV",415,4052653,109,0,180,229,139.4,7.8,3,0,0,100,30.6,103,19.47,105,6.27,8,2.11,"0"
"KY",510,4179278,95,0,157.3,197.5,128.2,8.4,2,0,0,116,26.74,77,16.79,111,5.77,4,2.27,"0"
"NC",415,3525663,72,0,196.5,158.6,269.3,6.8,0,0,0,88,33.41,129,13.48,118,12.12,3,1.84,"0"
"WV",415,3708786,73,0,240.3,162.5,231.9,11.9,0,0,0,130,40.85,83,13.81,136,10.44,3,3.21,"0"
"AZ",415,4156333,108,0,193.3,154.7,174.8,9.4,3,0,0,126,32.86,85,13.15,98,7.87,6,2.54,"0"
"WV",408,3916558,58,39,211.9,274.4,210.5,5.4,1,0,1,40,36.02,76,23.32,139,9.47,4,1.46,"0"
"ID",415,3465992,103,0,174.7,148,168.2,15.8,6,0,0,151,29.7,56,12.58,109,7.57,3,4.27,"1"
"CT",415,4023908,87,0,240,134.1,189.1,9.3,0,0,0,83,40.8,106,11.4,84,8.51,2,2.51,"1"
"OK",510,3502340,35,37,181.2,177.6,228,5,2,0,1,76,30.8,98,15.1,136,10.26,3,1.35,"0"
"IA",415,4102015,88,0,113.7,165.1,141.5,10.8,1,0,0,67,19.33,127,14.03,142,6.37,3,2.92,"0"
"NE",415,3803311,67,41,174.7,160.6,155.3,13.4,0,0,1,86,29.7,93,13.65,108,6.99,1,3.62,"0"
"ID",510,3997029,77,29,211.1,223.5,148.4,9.7,2,0,1,89,35.89,97,19,106,6.68,9,2.62,"0"
"OR",510,3373868,124,0,169.3,178.6,242.3,12.2,1,0,0,108,28.78,91,15.18,82,10.9,3,3.29,"0"
"SD",415,3548088,30,0,247.4,175.9,287.4,11.3,0,0,0,107,42.06,76,14.95,90,12.93,2,3.05,"0"
"WA",510,3374403,152,0,161.4,163.6,153.2,11.8,1,0,0,84,27.44,88,13.91,121,6.89,5,3.19,"0"
"CT",510,4161536,100,0,107.2,86.8,156.2,9.7,1,1,0,98,18.22,122,7.38,117,7.03,4,2.62,"0"
"MN",408,3863796,59,32,211.9,202.9,213.5,8.8,1,0,1,120,36.02,136,17.25,95,9.61,5,2.38,"0"
"PA",510,3406221,142,40,230.7,256.8,263.9,6.4,1,0,1,101,39.22,88,21.83,92,11.88,3,1.73,"0"
"ID",408,3633469,105,0,232.6,253.4,154,10.5,1,0,0,96,39.54,117,21.54,101,6.93,9,2.84,"0"
"MS",408,3453787,111,0,294.7,294.6,260.1,10.8,1,0,0,90,50.1,72,25.04,121,11.7,3,2.92,"1"
"DC",408,3451994,93,22,306.2,189.7,240.3,11.7,0,0,1,123,52.05,83,16.12,107,10.81,2,3.16,"0"
"OH",415,3698574,68,24,125.7,275.9,214.5,14.2,3,1,1,92,21.37,98,23.45,108,9.65,6,3.83,"1"
"ID",415,3917528,103,0,70.9,134.5,168.8,12,2,0,0,134,12.05,112,11.43,164,7.6,6,3.24,"0"
"WI",415,3926286,93,0,152.1,215.5,262.4,12,1,0,0,141,25.86,107,18.32,111,11.81,7,3.24,"0"
"WV",510,3993089,23,31,156.6,161.5,294.6,9.4,1,0,1,84,26.62,96,13.73,107,13.26,6,2.54,"0"
